product_id,sku,virtual,downloadable,min_price,max_price,onsale,stock_quantity,stock_status,rating_count,average_rating,total_sales,tax_status,tax_class
201,,0,0,4.0,4.0,1,,instock,1,4.0,2,taxable,
323,,0,1,9.0,9.0,1,,instock,0,0.0,3,taxable,
477,,0,0,23.0,23.0,1,,instock,0,0.0,2,taxable,
1268,,0,0,1350.0,1600.0,0,,instock,4,4.25,1276,taxable,
1269,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1270,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1271,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1272,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1273,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1274,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1275,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1276,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1277,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1278,,0,0,1200.0,1450.0,0,,instock,0,0.0,103,taxable,
1279,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1280,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1281,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1282,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1283,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1284,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1285,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1286,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1287,,0,0,1450.0,1450.0,0,,instock,0,0.0,0,taxable,parent
1289,,0,0,1250.0,1500.0,0,,instock,1,5.0,484,taxable,
1291,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1293,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1295,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1297,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1299,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1301,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1303,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1305,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1307,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1311,,0,0,1250.0,1550.0,0,,instock,0,0.0,387,taxable,
1313,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1315,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1317,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1319,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1321,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1323,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1325,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1326,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1327,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1328,,0,0,1100.0,1400.0,0,,instock,1,5.0,1009,taxable,
1329,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1330,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1331,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1332,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1333,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1334,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1335,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1336,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1337,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1846,,0,0,0.0,0.0,0,,outofstock,0,0.0,189,taxable,
1847,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1848,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1849,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1850,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1851,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1852,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1853,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1854,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1855,,0,0,2200.0,2200.0,0,,outofstock,0,0.0,0,taxable,parent
1858,,0,0,0.0,0.0,0,,outofstock,1,5.0,317,taxable,
1859,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1860,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1861,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1862,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1863,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1864,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1865,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1866,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1867,,0,0,1850.0,1850.0,0,,outofstock,0,0.0,0,taxable,parent
1898,,0,0,1250.0,1550.0,0,,instock,0,0.0,414,taxable,
1899,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1900,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1901,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1902,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1903,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1904,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1905,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1906,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1907,,0,0,1550.0,1550.0,0,,instock,0,0.0,0,taxable,parent
1916,,0,0,1100.0,1400.0,0,,instock,0,0.0,44,taxable,
1917,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1918,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1919,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1920,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1921,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1922,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1923,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1924,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1925,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1931,,0,0,1400.0,1400.0,0,1.0,instock,0,0.0,15,taxable,
1932,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1933,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1934,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1935,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1936,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1937,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1938,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1939,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1940,,0,0,1400.0,1400.0,0,,outofstock,0,0.0,0,taxable,parent
1941,,0,0,1400.0,1400.0,0,6.0,instock,0,0.0,14,taxable,
1942,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1943,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1944,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1945,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1946,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1947,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1948,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1949,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1950,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1954,,0,0,1200.0,1500.0,0,,instock,0,0.0,83,taxable,
1955,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1956,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1957,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1958,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1959,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1960,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1961,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1962,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1963,,0,0,1500.0,1500.0,0,,instock,0,0.0,0,taxable,parent
1969,,0,0,1300.0,1600.0,0,,instock,0,0.0,51,taxable,
1970,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1971,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1972,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1973,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1974,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1975,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1976,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1977,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1978,,0,0,1600.0,1600.0,0,,instock,0,0.0,0,taxable,parent
1987,,0,0,1100.0,1400.0,0,,instock,0,0.0,42,taxable,
1988,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1989,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1990,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1991,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1992,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1993,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1994,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1995,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
1996,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2001,,0,0,1100.0,1400.0,0,,instock,0,0.0,75,taxable,
2002,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2003,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2004,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2005,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2006,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2007,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2008,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2009,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2010,,0,0,1400.0,1400.0,0,,instock,0,0.0,0,taxable,parent
2015,,0,0,2500.0,2500.0,0,0.0,outofstock,0,0.0,10,taxable,
2016,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
2017,,0,0,2500.0,2500.0,0,,outofstock,0,0.0,0,taxable,parent
